score,n_neigbors,scaler_type,selector_name,percentile_value,reductor_type,n_features_reduction
0.36,5,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,3.0
0.36,5,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,3.0
0.35466666666666663,5,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,2.0
0.35466666666666663,5,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,3.0
0.35466666666666663,5,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,3.0
0.34933333333333333,5,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.3466666666666667,5,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.3466666666666667,5,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,3.0
0.3413333333333334,5,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,3.0
0.3413333333333333,5,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,3.0
0.312,5,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,2.0
0.312,5,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,2.0
0.30666666666666664,5,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,2.0
0.30666666666666664,5,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,2.0
0.29866666666666664,5,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,2.0
0.29066666666666674,5,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,2.0
